"family","case","xi","scale","shape","x","p","n","quantity","value","absolute_tolerance","relative_tolerance","estimated_absolute_error","oracle","status"
"GPA","full-probability-central-moments","0","1","0","NaN","NaN","NaN","Mean","1","2.0000000000000001e-09","2e-08","4.1304430428591162e-13","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0","NaN","NaN","NaN","StandardDeviation","1","2.0000000000000001e-09","2e-08","2.2910252885978515e-12","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0","NaN","NaN","NaN","Skewness","1.9999999999999989","2.0000000000000001e-09","2e-08","1.1189447935609554e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0","NaN","NaN","NaN","Kurtosis","8.9999999999999805","2.0000000000000001e-09","2e-08","2.7753954715206235e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","9.9999999999999995e-07","NaN","NaN","NaN","Mean","0.99999900000100006","2.0000000000000001e-09","2e-08","4.1305241022081764e-13","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","9.9999999999999995e-07","NaN","NaN","NaN","StandardDeviation","0.99999800000350014","2.0000000000000001e-09","2e-08","2.2910143071291951e-12","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","9.9999999999999995e-07","NaN","NaN","NaN","Skewness","1.9999940000149978","2.0000000000000001e-09","2e-08","1.1189482461241584e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","9.9999999999999995e-07","NaN","NaN","NaN","Kurtosis","8.9999520002279745","2.0000000000000001e-09","2e-08","2.7750025480369052e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.20000000000000001","NaN","NaN","NaN","Mean","0.83333333333333337","2.0000000000000001e-09","2e-08","1.4950962803211255e-13","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.20000000000000001","NaN","NaN","NaN","StandardDeviation","0.70429521227376379","2.0000000000000001e-09","2e-08","1.1434614228302181e-12","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.20000000000000001","NaN","NaN","NaN","Skewness","1.183215956619923","2.0000000000000001e-09","2e-08","1.3092791461078712e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.20000000000000001","NaN","NaN","NaN","Kurtosis","4.1999999999999993","2.0000000000000001e-09","2e-08","2.5004341171414424e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.5","NaN","NaN","NaN","Mean","0.66666666666666685","2.0000000000000001e-09","2e-08","2.6045680832312975e-14","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.5","NaN","NaN","NaN","StandardDeviation","0.47140452079103168","2.0000000000000001e-09","2e-08","2.4819031531551107e-13","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.5","NaN","NaN","NaN","Skewness","0.5656854249492369","2.0000000000000001e-09","2e-08","7.6501829607412615e-12","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","0.5","NaN","NaN","NaN","Kurtosis","2.3999999999999995","2.0000000000000001e-09","2e-08","2.3129372252389634e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","1","NaN","NaN","NaN","Mean","0.50000000000000011","2.0000000000000001e-09","2e-08","5.5511151231257843e-15","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","1","NaN","NaN","NaN","StandardDeviation","0.28867513459481287","2.0000000000000001e-09","2e-08","1.6024689053047125e-15","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","1","NaN","NaN","NaN","Skewness","-9.8004243895675532e-16","2.0000000000000001e-09","2e-08","6.5090831133615137e-16","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","1","NaN","NaN","NaN","Kurtosis","1.8000000000000003","2.0000000000000001e-09","2e-08","1.998391717839331e-14","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","2","NaN","NaN","NaN","Mean","0.33333333333333343","2.0000000000000001e-09","2e-08","2.5297381674156509e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","2","NaN","NaN","NaN","StandardDeviation","0.14907119849998596","2.0000000000000001e-09","2e-08","8.2751092107358944e-16","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","2","NaN","NaN","NaN","Skewness","-0.63887656499994205","2.0000000000000001e-09","2e-08","8.4169190291953852e-14","R-integrate-full-probability-Hosking-quantile","finite"
"GPA","full-probability-central-moments","0","1","2","NaN","NaN","NaN","Kurtosis","2.1428571428571459","2.0000000000000001e-09","2e-08","1.0989778657005721e-11","R-integrate-full-probability-Hosking-quantile","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","50","NaN","NaN","NaN","Mean","-6.0828186403425583e+62","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","50","NaN","NaN","NaN","StandardDeviation","1.9321098875989519e+77","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","50","NaN","NaN","NaN","Skewness","-6.3370616015546359e+25","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","50","NaN","NaN","NaN","Kurtosis","9.0548514656102745e+58","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","50","NaN","NaN","NaN","Mean","-6.0828186403424247e-138","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","50","NaN","NaN","NaN","StandardDeviation","1.9321098875989639e-123","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","50","NaN","NaN","NaN","Skewness","-6.3370616015546359e+25","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","50","NaN","NaN","NaN","Kurtosis","9.0548514656102745e+58","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","50","NaN","NaN","NaN","Mean","-6.0828186403423477e+262","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","50","NaN","NaN","NaN","StandardDeviation","1.9321098875988298e+277","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","50","NaN","NaN","NaN","Skewness","-6.3370616015546359e+25","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","50","NaN","NaN","NaN","Kurtosis","9.0548514656102745e+58","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","100","NaN","NaN","NaN","Mean","-9.3326215443944039e+155","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","100","NaN","NaN","NaN","StandardDeviation","2.8083053027845529e+185","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","100","NaN","NaN","NaN","Skewness","-1.3818792121545016e+52","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","100","NaN","NaN","NaN","Kurtosis","1.0295250013540998e+119","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","100","NaN","NaN","NaN","Mean","-9.3326215443940649e-45","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","100","NaN","NaN","NaN","StandardDeviation","2.808305302784431e-15","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","100","NaN","NaN","NaN","Skewness","-1.3818792121545016e+52","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","100","NaN","NaN","NaN","Kurtosis","1.0295250013540998e+119","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","100","NaN","NaN","NaN","Mean","-Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","infinite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","100","NaN","NaN","NaN","StandardDeviation","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","infinite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","100","NaN","NaN","NaN","Skewness","-1.3818792121545016e+52","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","100","NaN","NaN","NaN","Kurtosis","1.0295250013540998e+119","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","200","NaN","NaN","NaN","Mean","-Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","infinite"
"GEV","large-positive-shape-lgamma-moments","0","1","200","NaN","NaN","NaN","StandardDeviation","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","infinite"
"GEV","large-positive-shape-lgamma-moments","0","1","200","NaN","NaN","NaN","Skewness","-7.8102637425480772e+104","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","1","200","NaN","NaN","NaN","Kurtosis","1.8804244186832607e+239","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","200","NaN","NaN","NaN","Mean","-3.9432893368237494e+172","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","200","NaN","NaN","NaN","StandardDeviation","1.2652521769059247e+232","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","200","NaN","NaN","NaN","Skewness","-7.8102637425480772e+104","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999998e-201","200","NaN","NaN","NaN","Kurtosis","1.8804244186832607e+239","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","200","NaN","NaN","NaN","Mean","-Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","infinite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","200","NaN","NaN","NaN","StandardDeviation","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","infinite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","200","NaN","NaN","NaN","Skewness","-7.8102637425480772e+104","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"GEV","large-positive-shape-lgamma-moments","0","9.9999999999999997e+199","200","NaN","NaN","NaN","Kurtosis","1.8804244186832607e+239","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.0050000000000000001","NaN","NaN","NaN","Mean","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","infinite"
"Weibull","small-shape-lgamma-moments","0","1","0.0050000000000000001","NaN","NaN","NaN","StandardDeviation","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","infinite"
"Weibull","small-shape-lgamma-moments","0","1","0.0050000000000000001","NaN","NaN","NaN","Skewness","7.8102637425480772e+104","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.0050000000000000001","NaN","NaN","NaN","Kurtosis","1.8804244186832607e+239","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.0050000000000000001","NaN","NaN","NaN","Mean","7.8865786736473631e+174","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.0050000000000000001","NaN","NaN","NaN","StandardDeviation","2.5305043538119495e+234","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.0050000000000000001","NaN","NaN","NaN","Skewness","7.8102637425480772e+104","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.0050000000000000001","NaN","NaN","NaN","Kurtosis","1.8804244186832607e+239","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.0050000000000000001","NaN","NaN","NaN","Mean","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","infinite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.0050000000000000001","NaN","NaN","NaN","StandardDeviation","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","infinite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.0050000000000000001","NaN","NaN","NaN","Skewness","7.8102637425480772e+104","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.0050000000000000001","NaN","NaN","NaN","Kurtosis","1.8804244186832607e+239","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.01","NaN","NaN","NaN","Mean","9.3326215443942249e+157","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.01","NaN","NaN","NaN","StandardDeviation","2.808305302784499e+187","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.01","NaN","NaN","NaN","Skewness","1.3818792121545016e+52","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.01","NaN","NaN","NaN","Kurtosis","1.0295250013540998e+119","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.01","NaN","NaN","NaN","Mean","9.3326215443940188e-43","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.01","NaN","NaN","NaN","StandardDeviation","2.8083053027844368e-13","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.01","NaN","NaN","NaN","Skewness","1.3818792121545016e+52","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.01","NaN","NaN","NaN","Kurtosis","1.0295250013540998e+119","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.01","NaN","NaN","NaN","Mean","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","infinite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.01","NaN","NaN","NaN","StandardDeviation","Inf","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","infinite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.01","NaN","NaN","NaN","Skewness","1.3818792121545016e+52","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.01","NaN","NaN","NaN","Kurtosis","1.0295250013540998e+119","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.02","NaN","NaN","NaN","Mean","3.0414093201713019e+64","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.02","NaN","NaN","NaN","StandardDeviation","9.6605494379948314e+78","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.02","NaN","NaN","NaN","Skewness","6.3370616015546359e+25","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","1","0.02","NaN","NaN","NaN","Kurtosis","9.0548514656102745e+58","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.02","NaN","NaN","NaN","Mean","3.0414093201711485e-136","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.02","NaN","NaN","NaN","StandardDeviation","9.6605494379946177e-122","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.02","NaN","NaN","NaN","Skewness","6.3370616015546359e+25","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999998e-201","0.02","NaN","NaN","NaN","Kurtosis","9.0548514656102745e+58","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.02","NaN","NaN","NaN","Mean","3.0414093201712828e+264","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.02","NaN","NaN","NaN","StandardDeviation","9.6605494379944961e+278","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.02","NaN","NaN","NaN","Skewness","6.3370616015546359e+25","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","small-shape-lgamma-moments","0","9.9999999999999997e+199","0.02","NaN","NaN","NaN","Kurtosis","9.0548514656102745e+58","0","2.0000000000000001e-10","0","R-lgamma-normalized-analytical-power-moments","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000","NaN","NaN","NaN","Mean","0.99942377248459557","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000","NaN","NaN","NaN","StandardDeviation","0.0012808757478713505","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000","NaN","NaN","NaN","Skewness","-1.133592730660135","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000","NaN","NaN","NaN","Kurtosis","5.3712342641096749","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000","NaN","NaN","NaN","Mean","9.9942377248456271e-201","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000","NaN","NaN","NaN","StandardDeviation","1.2808757478713926e-203","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000","NaN","NaN","NaN","Skewness","-1.133592730660135","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000","NaN","NaN","NaN","Kurtosis","5.3712342641096749","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000","NaN","NaN","NaN","Mean","9.9942377248460685e+199","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000","NaN","NaN","NaN","StandardDeviation","1.2808757478714493e+197","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000","NaN","NaN","NaN","Skewness","-1.133592730660135","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000","NaN","NaN","NaN","Kurtosis","5.3712342641096749","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000","NaN","NaN","NaN","Mean","0.99999942278532417","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000","NaN","NaN","NaN","StandardDeviation","1.2825481526175598e-06","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000","NaN","NaN","NaN","Skewness","-1.1395411328045153","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000","NaN","NaN","NaN","Kurtosis","5.3999710824642673","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000","NaN","NaN","NaN","Mean","9.9999942278529606e-201","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000","NaN","NaN","NaN","StandardDeviation","1.2825481526175453e-206","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000","NaN","NaN","NaN","Skewness","-1.1395411328045153","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000","NaN","NaN","NaN","Kurtosis","5.3999710824642673","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000","NaN","NaN","NaN","Mean","9.9999942278534029e+199","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000","NaN","NaN","NaN","StandardDeviation","1.2825481526176019e+194","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000","NaN","NaN","NaN","Skewness","-1.1395411328045153","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000","NaN","NaN","NaN","Kurtosis","5.3999710824642673","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000000000","NaN","NaN","NaN","Mean","0.99999999999942268","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000000000","NaN","NaN","NaN","StandardDeviation","1.2825498301601897e-12","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000000000","NaN","NaN","NaN","Skewness","-1.139547099398682","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","1000000000000","NaN","NaN","NaN","Kurtosis","5.3999999999710768","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000000000","NaN","NaN","NaN","Mean","9.9999999999940952e-201","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000000000","NaN","NaN","NaN","StandardDeviation","1.2825498301601794e-212","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000000000","NaN","NaN","NaN","Skewness","-1.139547099398682","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","1000000000000","NaN","NaN","NaN","Kurtosis","5.3999999999710768","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000000000","NaN","NaN","NaN","Mean","9.9999999999945371e+199","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000000000","NaN","NaN","NaN","StandardDeviation","1.2825498301602363e+188","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000000000","NaN","NaN","NaN","Skewness","-1.139547099398682","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999997e+199","1000000000000","NaN","NaN","NaN","Kurtosis","5.3999999999710768","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","9.9999999999999997e+199","NaN","NaN","NaN","Mean","1","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","9.9999999999999997e+199","NaN","NaN","NaN","StandardDeviation","1.2825498301618551e-200","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","9.9999999999999997e+199","NaN","NaN","NaN","Skewness","-1.1395470994046486","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","1","9.9999999999999997e+199","NaN","NaN","NaN","Kurtosis","5.3999999999999932","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","9.9999999999999997e+199","NaN","NaN","NaN","Mean","9.9999999999997794e-201","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
"Weibull","large-shape-full-probability-moments","0","9.9999999999999998e-201","9.9999999999999997e+199","NaN","NaN","NaN","StandardDeviation","0","0","2e-08","0","R-integrate-centered-scaled-exponential-power","finite"
